name,name_lc,name_lc_metaphone,name_lc_arpabet
Travis Lane Stork,travis lane stork,TRFS LN STRK,TRAE1VIH0S LEY1N STAO1RK
Travis Michael Garland,travis michael garland,TRFS MXL KRLNT,TRAE1VIH0S MAY1KAH0L GAA1RLAH0ND
Trevor St. John,trevor st. john,TRFR ST JN,TREH1VER0 STRIY1T . JHAA1N
Tribhuvan of Nepal,tribhuvan of nepal,TRBHFN OF NPL,TRAH0BWAH1VAH0N AH1V NAH0PAO1L
Tricia Leigh Fisher,tricia leigh fisher,TRX L FXR,TRIH1SHAH0 LIY1 FIH1SHER0
Tricia Nixon Cox,tricia nixon cox,TRX NKSN KKS,TRIH1SHAH0 NIH1KSAH0N KAA1KS
Trieste Kelly Dunn,trieste kelly dunn,TRST KL TN,TRIY1ST KEH1LIY0 DAH1N
Trinh Cong Son,trinh cong son,TRNH KNK SN,TRIH1N KAO1NG SAH1N
Trinley Thaye Dorje,trinley thaye dorje,TRNL 0Y TRJ,TRIH1NLIY0 THEY1 DAO1RJH
Trish Thuy Trang,trish thuy trang,TRX 0 TRNK,TRIH1SH TUW1 TRAE1NG
Trish Van Devere,trish van devere,TRX FN TFR,TRIH1SH VAE1N DEY0VEH1REY0
Trisha Rae Stahl,trisha rae stahl,TRX R STL,TRIH1SHAH0 REY1 STAA1L
Tristan Lake Leabu,tristan lake leabu,TRSTN LK LB,TRIH1STAE2N LEY1K LIY1BAH0
Trond Espen Seim,trond espen seim,TRNT ESPN SM,TRAA1ND EH1SPAH0N SAY1M
Troy Anthony Davis,troy anthony davis,TR AN0N TFS,TROY1 AE1NTHAH0NIY0 DEY1VAH0S
Troy Kennedy Martin,troy kennedy martin,TR KNT MRTN,TROY1 KEH1NAH0DIY0 MAA1RTAH0N
Troy Leon Gregg,troy leon gregg,TR LN KRK,TROY1 LIY1AA0N GREH1G
Troy Van Leeuwen,troy van leeuwen,TR FN LWN,TROY1 VAE1N LUW1AH0N
Trần Văn Hương,trần văn hương,TRN FN HNK,TRAE1N VAE1N HHAW1NG
Trần Đức Lương,trần đức lương,TRN K LNK,TRAE1N AH1K LUW0AO1NG
Tsang Tsou Choi,tsang tsou choi,TSNK TS X,TSAE1NG TSUW1 CHOY1
Tschen La Ling,tschen la ling,TSXN L LNK,CHEH1N LAA1 LIH1NG
Tubal Uriah Butler,tubal uriah butler,TBL UR BTLR,TUW1BAH0L YER0IY1AH0 BAH1TLER0
Tun Fuad Stephens,tun fuad stephens,TN FT STFNS,TAH1N FYUW1DAE1D STIY1VAH0NZ
Tung Thanh Tran,tung thanh tran,TNK 0NH TRN,TAH1NG THAE1N TRAE1N
Tunku Abdul Rahman,tunku abdul rahman,TNK ABTL RMN,TAH1NGKUW0 AE0BDUW1L RAA1MAH0N
Tunku Ismail Sultan Ibrahim,tunku ismail sultan ibrahim,TNK ISML SLTN IBRHM,TAH1NGKUW0 IH1SMEY0L SAH1LTAH0N IH2BRAA0HHIY1M
Turki bin Faisal Al Saud,turki bin faisal al saud,TRK BN FSL AL ST,TER1KIY0 BIH1N FEY1ZAH0L AE1L SAO1D
Tyler James Williams,tyler james williams,TLR JMS WLMS,TAY1LER0 JHEY1MZ WIH1LYAH0MZ
Tyler Patrick Jones,tyler patrick jones,TLR PTRK JNS,TAY1LER0 PAE1TRIH0K JHOW1NZ
"Tyler \""Telle\"" Smith","tyler \""telle\"" smith",TLR TL SM0,TAY1LER0 TEH1L SMIH1TH
Tôn Thất Đính,tôn thất đính,TN 0T NH,TAH1N DHAE1T IH1N
U. G. Krishnamurti,u. g. krishnamurti,U K KRXNMRT,YUW1 . JHIY1 . KRIH0SHHNAA1MTRUW0
U. K. Sinha,u. k. sinha,U K SNH,YUW1 . KEY1 . SIH1NHHAH0
U. Muthuramalingam Thevar,u. muthuramalingam thevar,U M0RMLNKM 0FR,YUW1 . MYUW2THAH0RAE1MAH0GAH0NAH0L THAH0VAA1R
U. R. Ananthamurthy,u. r. ananthamurthy,U R ANN0MR0,YUW1 . AA1R . AE2NAH0NTHEH1MAH0NTIY0
U. V. Swaminatha Iyer,u. v. swaminatha iyer,U F SWMN0 IYR,YUW1 . VIY1 . SWAA2MIH0NAA1THAH0 AY1ER0
Udo von Woyrsch,udo von woyrsch,UT FN WRSX,UW1DOW2 VAO1N WAO1RSH
Uell Stanley Andersen,uell stanley andersen,UL STNL ANTRSN,WEH1L STAE1NLIY0 AE1NDER0SAH0N
Uli Jon Roth,uli jon roth,UL JN R0,YUW1LIY0 JHAA1N RAO1TH
Ulises de la Cruz,ulises de la cruz,ULSS T L KRS,YUW1LIH0SIH0Z DIY1 LAA1 KRUW1Z
Ulloor S. Parameswara Iyer,ulloor s. parameswara iyer,ULR S PRMSWR IYR,AH1LAW0R EH1S . PEH2RAH0MAH0ZWEH1LAH0 AY1ER0
Ulrich Wilhelm Graf Schwerin von Schwanenfeld,ulrich wilhelm graf schwerin von schwanenfeld,ULRX WLHLM KRF SXWRN FN SXWNNFLT,AH1LRIH0CH WIH1LHHEH2LM GRAE1F SHWEH1RIH0N VAO1N SHWAO1NFAH0ND
Ulrich von Hassell,ulrich von hassell,ULRX FN HSL,AH1LRIH0CH VAO1N HHAE1SAH0L
Ulysses S. Grant III,ulysses s. grant iii,ULSS S KRNT ,YUW0LIH1SIY0Z EH1S . GRAE1NT IY1WIY0
Ulysses S. Grant Jr.,ulysses s. grant jr.,ULSS S KRNT JR,YUW0LIH1SIY0Z EH1S . GRAE1NT JHUW1NYER0 .
Uma Riyaz Khan,uma riyaz khan,UM RYS KHN,YUW1MAH0 RIY0YUW1Z KAA1N
Umar Farouk Abdulmutallab,umar farouk abdulmutallab,UMR FRK ABTLMTLB,YUW1MAA2R FAH0RUW1K AE0BDAH2LCHAH0MBAO1TAH0
Umaru Musa Yar'Adua,umaru musa yar'adua,UMR MS YRT,UW0MAA1RUW0 MYUW1SAH0 YAA0RAA0DUW1KAH0
Umm Kulthum bint Muhammad,umm kulthum bint muhammad,UM KL0M BNT MHMT,AH1M KAH1LTHAH0M BIH1NT MUH0HHAA1MAH0D
Uncle Dave Macon,uncle dave macon,UNKL TF MKN,AH1NGKAH0L DEY1V MEY1KAH0N
Unnur Birna Vilhjálmsdóttir,unnur birna vilhjálmsdóttir,UNR BRN FLHJLMSTTR,AH0NWER1 BER1NAH0 VIH1LJHAH0MAH0STWER2LD
Urbano Tavares Rodrigues,urbano tavares rodrigues,URBN TFRS RTRKS,ER0BAA1NOW0 TAA0VAA1REH0S RAA0DRIY1GIH0S
Urgyen Trinley Dorje,urgyen trinley dorje,URJYN TRNL TRJ,ER1JHEH2N TRIH1NLIY0 DAO1RJH
Uriah the Hittite,uriah the hittite,UR 0 HTT,YER0IY1AH0 DHAH0 HHIH1TAY0T
Ursula K. Le Guin,ursula k. le guin,URSL K L KN,ER1SAH0LAH0 KEY1 . LAH0 GIH1N
Ursula and Sabina Eriksson,ursula and sabina eriksson,URSL ANT SBN ERKSN,ER1SAH0LAH0 AH0ND SAH0BIY1NAH0 EH1RIH0KSAH0N
Ursula von der Leyen,ursula von der leyen,URSL FN TR LYN,ER1SAH0LAH0 VAO1N DER1 LEY1N
Ustad Ahmad Lahouri,ustad ahmad lahouri,USTT AMT LHR,AH1STAH0D AA1MAA0D LAA0HHUH1RIY0
Ustad Bismillah Khan,ustad bismillah khan,USTT BSML KHN,AH1STAH0D BIH0SMIH1LAH0 KAA1N
Ustad Vilayat Khan,ustad vilayat khan,USTT FLYT KHN,AH1STAH0D VIY0LEY1AH0T KAA1N
Uthradom Thirunal Marthanda Varma,uthradom thirunal marthanda varma,U0RTM 0RNL MR0NT FRM,AH1THER0REY2D THEH1RAH0NAH0L MAA2RTHAA1NDAH0 VAA1RMAH0
V V Brown,v v brown,F F BRN,VIY1 VIY1 BRAW1N
V. G. Siddhartha,v. g. siddhartha,F K STHR0,VIY1 . JHIY1 . SIH0DAA1RTAH2
V. K. Krishna Menon,v. k. krishna menon,F K KRXN MNN,VIY1 . KEY1 . KRIH1SHNAH0 MEY0NAO1N
V. K. Prakash,v. k. prakash,F K PRKX,VIY1 . KEY1 . PRAA0KAA1SH
V. K. Raamasamy,v. k. raamasamy,F K RMSM,VIY1 . KEY1 . RAA1MZAE0MEY2
V. K. Singh,v. k. singh,F K SNKH,VIY1 . KEY1 . SIH1NG
V. K. Wellington Koo,v. k. wellington koo,F K WLNKTN K,VIY1 . KEY1 . WEH1LIH0NGTAH0N KUW1
V. M. Sudheeran,v. m. sudheeran,F M STHRN,VIY1 . EH1M . SUW2DHHIY1RIY0N
V. N. Janaki,v. n. janaki,F N JNK,VIY1 . EH1N . YAH0NAA1KIY0
V. O. Chidambaram Pillai,v. o. chidambaram pillai,F O XTMBRM PL,VIY1 . OW1 . CHIH0DAH0MBRAA1MAH0 PIH0LEY1
V. P. Menon,v. p. menon,F P MNN,VIY1 . PIY1 . MEY0NAO1N
V. R. Krishna Iyer,v. r. krishna iyer,F R KRXN IYR,VIY1 . AA1R . KRIH1SHNAH0 AY1ER0
V. R. Parton,v. r. parton,F R PRTN,VIY1 . AA1R . PAA1RTAH0N
V. S. Achuthanandan,v. s. achuthanandan,F S AX0NNTN,VIY1 . EH1S . AE2KWAH0THAE1NDAH0N
V. S. Pritchett,v. s. pritchett,F S PRXT,VIY1 . EH1S . PRIH1CHIH0T
V. S. Sampath,v. s. sampath,F S SMP0,VIY1 . EH1S . SAE1MPAE0TH
V. V. S. Laxman,v. v. s. laxman,F F S LKSMN,VIY1 . VIY1 . EH1S . LAE1KSMAH0N
Vaden Todd Lewis,vaden todd lewis,FTN TT LWS,VEY1DAH0N TAA1D LUW1IH0S
Vaikom Muhammad Basheer,vaikom muhammad basheer,FKM MHMT BXR,VEY1KAA0M MUH0HHAA1MAH0D BAE1SHIY0ER0
Valarie Rae Miller,valarie rae miller,FLR R MLR,VAE1LER0IY0 REY1 MIH1LER0
Valeria Bruni Tedeschi,valeria bruni tedeschi,FLR BRN TTSX,VAH0LIY1RIY0AH0 BRUW1NIY0 TEH0DEH1SKIY0
Valerio Massimo Manfredi,valerio massimo manfredi,FLR MSM MNFRT,VAH0LIY1RIY0OW0 MAE1SIH0MOW2 MAA0NFREH1DIY0
Vallathol Narayana Menon,vallathol narayana menon,FL0L NRYN MNN,VAE1LAH0THAA0L NAA0RAA0YAA1N MEY0NAO1N
Valmiro Lopes Rocha,valmiro lopes rocha,FLMR LPS RX,VAA0LMIH1ROW0 LOW1PS ROW1KAH0
Van Dyke Parks,van dyke parks,FN TK PRKS,VAE1N DAY1K PAA1RKS
Van T. Barfoot,van t. barfoot,FN T BRFT,VAE1N TIY1 . BAA1RFUH2T
Van Thanh Rudd,van thanh rudd,FN 0NH RT,VAE1N THAE1N RAH1D
Van Tuong Nguyen,van tuong nguyen,FN TNK NKYN,VAE1N TUW1NG NUW0YEH1N
Vanessa A. Williams,vanessa a. williams,FNS A WLMS,VAH0NEH1SAH0 AH0 . WIH1LYAH0MZ
Vanessa Bell Calloway,vanessa bell calloway,FNS BL KLW,VAH0NEH1SAH0 BEH1L KAE1LOW0WEY2
Vanessa Claire Stewart,vanessa claire stewart,FNS KLR STWRT,VAH0NEH1SAH0 KLEH1R STUW1ER0T
Vanessa Lee Chester,vanessa lee chester,FNS L XSTR,VAH0NEH1SAH0 LIY1 CHEH1STER0
Vanessa Lee Evigan,vanessa lee evigan,FNS L EFKN,VAH0NEH1SAH0 LIY1 EH1VIH0GAH0N
Vanessa Lynne Bryant,vanessa lynne bryant,FNS LN BRYNT,VAH0NEH1SAH0 LIH1N BRAY1AH0NT
Vanessa da Mata,vanessa da mata,FNS T MT,VAH0NEH1SAH0 DAA1 MAA1TAH0
Vanessa del Rio,vanessa del rio,FNS TL R,VAH0NEH1SAH0 DEH1L RIY1OW0
Varghese Payyappilly Palakkappilly,varghese payyappilly palakkappilly,FRKHS PYPL PLKPL,VAA1RGHHIY0Z PEY2PIY1RIH0LIY0 PAE2LAH0KAA1PIH0NGGAH0LIY0
Vasco Núñez de Balboa,vasco núñez de balboa,FSK NNS T BLB,VAE1SKOW0 NUW1NEH0Z DIY1 BAA0LBOW1AH0
Vasco da Gama,vasco da gama,FSK T KM,VAE1SKOW0 DAA1 GAA1MAH0
Vashti Murphy McKenzie,vashti murphy mckenzie,FXT MRF MKNS,VAE1SHTIY0 MER1FIY0 MAH0KEH1NZIY0
"Vaughn \""Blud\"" Anderson","vaughn \""blud\"" anderson",FN BLT ANTRSN,VAO1N BLAH1D AE1NDER0SAH0N
Veda Ann Borg,veda ann borg,FT AN BRK,VEY1DAH0 AE1N BAO1RG
Vegar Eggen Hedenstad,vegar eggen hedenstad,FKR EJN HTNSTT,VEH1GER0 EH1GAH0N HHEH1DIH0NSTAH0D
Vernon A. Walters,vernon a. walters,FRNN A WLTRS,VER1NAH0N AH0 . WAO1LTER0Z
Vernon L. Smith,vernon l. smith,FRNN L SM0,VER1NAH0N EH1L . SMIH1TH
Veronica De La Cruz,veronica de la cruz,FRNK T L KRS,VER0AA1NIH0KAH0 DIY1 LAA1 KRUW1Z
Veronica De Laurentiis,veronica de laurentiis,FRNK T LRNTS,VER0AA1NIH0KAH0 DIY1 LAO1RAH0NTIY2Z
Veronica Porsche Ali,veronica porsche ali,FRNK PRSX AL,VER0AA1NIH0KAH0 PAO1RSHAH0 AA1LIY0
Veturi Sundararama Murthy,veturi sundararama murthy,FTR SNTRRM MR0,CHEH1TYER0IY0 SUW0NDAA0RAA1RDAH0 MER1THIY0
Vicco von Bülow,vicco von bülow,FKK FN BL,VIH1KOW0 VAO1N BYUW1LOW0
Vicellous Reon Shannon,vicellous reon shannon,FSLS RN XNN,VIH1SAH0LAH0S RIY1AH0N SHAE1NAH0N
Vicente Blasco Ibáñez,vicente blasco ibáñez,FSNT BLSK IBNS,VIY0CHEH1NTIY0 BLAA1SKOW0 IH0BAA1NEH0Z
Vicente Carrillo Fuentes,vicente carrillo fuentes,FSNT KRL FNTS,VIY0CHEH1NTIY0 KER0IH1LOW0 FWEH1NTEY2Z
Vicente Carrillo Leyva,vicente carrillo leyva,FSNT KRL LF,VIY0CHEH1NTIY0 KER0IH1LOW0 LEY1VAH0
Vicente Matías Vuoso,vicente matías vuoso,FSNT MTS FS,VIY0CHEH1NTIY0 MAA1SHAH0Z VUW0SOW1OW0
Vicente Zambada Niebla,vicente zambada niebla,FSNT SMBT NBL,VIY0CHEH1NTIY0 ZAA0MBAA1DAH0 NIY1BLAH0
Vicente del Bosque,vicente del bosque,FSNT TL BSK,VIY0CHEH1NTIY0 DEH1L BAA1SK
Vicki Sue Robinson,vicki sue robinson,FK S RBNSN,VIH1KIY0 SUW1 RAA1BAH0NSAH0N
Victor Davis Hanson,victor davis hanson,FKTR TFS HNSN,VIH1KTER0 DEY1VAH0S HHAE1NSAH0N
Victor Francis Hess,victor francis hess,FKTR FRNSS HS,VIH1KTER0 FRAE1NSAH0S HHEH1S
Victor H. Krulak,victor h. krulak,FKTR H KRLK,VIH1KTER0 EY1CH . KRUW1LAH0K
Victor H. Webster,victor h. webster,FKTR H WBSTR,VIH1KTER0 EY1CH . WEH1BSTER0
Victor J. Stenger,victor j. stenger,FKTR J STNJR,VIH1KTER0 JHEY1 . STEH1NJHER0
Victor Leandro Bagy,victor leandro bagy,FKTR LNTR BJ,VIH1KTER0 LIY0AA1NDROW0 BEY1GIY0
Victor Li Tzar-kuoi,victor li tzar-kuoi,FKTR L TSRK,VIH1KTER0 LIY1 CHAA2RCHUW1KOW0
Victor Sen Yung,victor sen yung,FKTR SN YNK,VIH1KTER0 SEH1N YAH1NG
Victoria Coren Mitchell,victoria coren mitchell,FKTR KRN MXL,VIH0KTAO1RIY0AH0 KAO1RAH0N MIH1CHAH0L
Victoria Eugenie of Battenberg,victoria eugenie of battenberg,FKTR EJN OF BTNBRK,VIH0KTAO1RIY0AH0 YUW2JHIY1NIY0 AH1V BAE1TAH0NBER2G
Victoria Gómez Cima,victoria gómez cima,FKTR KMS SM,VIH0KTAO1RIY0AH0 GOW1MEH0Z CHIY1MAH0
Victoria Mary Clarke,victoria mary clarke,FKTR MR KLRK,VIH0KTAO1RIY0AH0 MEH1RIY0 KLAA1RK
Victoria Paige Meyerink,victoria paige meyerink,FKTR PJ MYRNK,VIH0KTAO1RIY0AH0 PEY1JH MAY1ER0IH0NGK
Victoria Reggie Kennedy,victoria reggie kennedy,FKTR RJ KNT,VIH0KTAO1RIY0AH0 REH1JHIY0 KEH1NAH0DIY0
Victoria of Baden,victoria of baden,FKTR OF BTN,VIH0KTAO1RIY0AH0 AH1V BEY1DAH0N
Vidhu Vinod Chopra,vidhu vinod chopra,FTH FNT XPR,VIH1DHHUW0 VIH1NAH0D CHAA1PRAH0
Vidya Charan Shukla,vidya charan shukla,FTY XRN XKL,VIH1DIY0AH0 CHEH1RAH0N SHAH1KLAH0
Vijay Krishna Acharya,vijay krishna acharya,FJ KRXN AXRY,VIH1JHIY0 KRIH1SHNAH0 AA0CHER0IY1AH0
Vijaya Lakshmi Pandit,vijaya lakshmi pandit,FJY LKXM PNTT,VIH0JHOY1AH0 LAE1KSHMIY0 PAH1NDAH0T
Vijaya Raje Scindia,vijaya raje scindia,FJY RJ SSNT,VIH0JHOY1AH0 REY1JH SIH1NDIY0AH0
Vilayanur S. Ramachandran,vilayanur s. ramachandran,FLYNR S RMXNTRN,VIY0LAA0YAO1RAH0N EH1S . RAE2MAH0KAA1NDRAH0NEH1N
Vinayak Damodar Savarkar,vinayak damodar savarkar,FNYK TMTR SFRKR,VIH1NAH0YAE0K DAE1MAH0DAA2R SAH0VAA1RKAH0N
Vinayak Krishna Gokak,vinayak krishna gokak,FNYK KRXN KKK,VIH1NAH0YAE0K KRIH1SHNAH0 GOW1KAH0K
Vince W. Foster,vince w. foster,FNS FSTR,VIH1NS DAH1BAH0LYUW0 . FAA1STER0
Vincent C. Gray,vincent c. gray,FNSNT K KR,VIH1NSAH0NT SIY1 . GREY1
Vincent K. Brooks,vincent k. brooks,FNSNT K BRKS,VIH1NSAH0NT KEY1 . BRUH1KS
Vincent Van Patten,vincent van patten,FNSNT FN PTN,VIH1NSAH0NT VAE1N PAE1TAH0N
Vincent van Gogh,vincent van gogh,FNSNT FN KKH,VIH1NSAH0NT VAE1N GOW1
Vindu Dara Singh,vindu dara singh,FNT TR SNKH,VIH1NDUW0 DAE1RAH0 SIH1NG
Vinicius de Moraes,vinicius de moraes,FNSS T MRS,VIH0NIH1SHAH0S DIY1 MER0EY1Z
Vinny Del Negro,vinny del negro,FN TL NKR,VIH1NIY0 DEH1L NIY1GROW0
Violet Bonham Carter,violet bonham carter,FLT BNHM KRTR,VAY1AH0LIH0T BAA1NHHAH0M KAA1RTER0
Vipul Amrutlal Shah,vipul amrutlal shah,FPL AMRTLL X,VIY2PUW1L AH0MRUW1TAH0L SHAA1
Virgen de Copacabana,virgen de copacabana,FRJN T KPKBN,VER1JHAH0N DIY1 KOW2PAH0KAH0BAE1NAH0
Virgin of Candelaria,virgin of candelaria,FRJN OF KNTLR,VER1JHIH0N AH1V KAA0NDEH0LAA1RIY0AH0
Virginia Clinton Kelley,virginia clinton kelley,FRJN KLNTN KL,VER0JHIH1NYAH0 KLIH1NTAH0N KEH1LIY0
Virginia E. Johnson,virginia e. johnson,FRJN E JNSN,VER0JHIH1NYAH0 IY1 . JHAA1NSAH0N
Virginia Halas McCaskey,virginia halas mccaskey,FRJN HLS MKKSK,VER0JHIH1NYAH0 HHAA1LAH0Z MAH0KAE1SKIY0
Vishnu Sakharam Khandekar,vishnu sakharam khandekar,FXN SKHRM KHNTKR,VIH1SHNUW0 SAE1KER0AE2M HHAE1NDAH0KAA2R
Vito Roberto Palazzolo,vito roberto palazzolo,FT RBRT PLSL,VIY1TOW0 RAH0BEH1RTOW0 PAA0LAA0TSOW1LOW0
Vittorio De Sica,vittorio de sica,FTR T SK,VIY0TAO1RIY0OW0 DIY1 SIY1KAH0
Vittorio Emanuele Orlando,vittorio emanuele orlando,FTR EMNL ORLNT,VIY0TAO1RIY0OW0 EY0MAA0NUW0EH1LEY0 AO0RLAE1NDOW0
Vivian Malone Jones,vivian malone jones,FFN MLN JNS,VIH1VIY0AH0N MAH0LOW1N JHOW1NZ
Vivian Shun-wen Wu,vivian shun-wen wu,FFN XNWN W,VIH1VIY0AH0N SHAH1NWAH0N WUW1
Vivian Van Damm,vivian van damm,FFN FN TM,VIH1VIY0AH0N VAE1N DAE1M
Vivica A. Fox,vivica a. fox,FFK A FKS,VIH0VYUW1KAH0 AH0 . FAA1KS
Vivienne Haigh-Wood Eliot,vivienne haigh-wood eliot,FFN HWT ELT,VIH1VIY0AH0N HHEY1WUH2D EH1LIY0AH0T
Vivion de Valera,vivion de valera,FFN T FLR,VIH1VIY0AH0N DIY1 VAH0LEH1RAH0
Vladimir K. Zworykin,vladimir k. zworykin,FLTMR K SWRKN,VLAE1DAH0MIH0R KEY1 . ZWER1KIH0KNIY0
Vladimir Mikhaylovich Petrov,vladimir mikhaylovich petrov,FLTMR MKHLFX PTRF,VLAE1DAH0MIH0R MIH0KLEY1VAH0KIH0L PEH1TRAA0V
Vladimir Vladimirovich Nabokov,vladimir vladimirovich nabokov,FLTMR FLTMRFX NBKF,VLAE1DAH0MIH0R VLAH0DIH1MIH0VIH0RIH0CH NAE1BAH0KAA2V
Vonda Kay Van Dyke,vonda kay van dyke,FNT K FN TK,VAA1NDAH0 KEY1 VAE1N DAY1K
Vusamazulu Credo Mutwa,vusamazulu credo mutwa,FSMSL KRT MTW,VUW2SAH0MAH0ZUW1AH0L KREY1DOW0 MAH1TWAH0
Víctor Manuel Gerena,víctor manuel gerena,FKTR MNL JRN,VIH1KTER0 MAA0NWEH1L JHER0EH1NAH0
Víctor Sánchez Mata,víctor sánchez mata,FKTR SNXS MT,VIH1KTER0 SAE1NCHEH0Z MAA1TAH0
Vítor Hugo Gomes Passos,vítor hugo gomes passos,FTR HK KMS PSS,VAY1TER0 HHYUW1GOW0 GOW1MEH2Z PAE1SOW0S
Võ Văn Kiệt,võ văn kiệt,F FN KT,VOW1 VAE1N KIY1T
Văn Tiến Dũng,văn tiến dũng,FN TN TNK,VAE1N TYEH1N DAH1NG
W. A. C. Bennett,w. a. c. bennett,A K BNT,DAH1BAH0LYUW0 . AH0 . SIY1 . BEH1NAH0T
W. A. Criswell,w. a. criswell,A KRSWL,DAH1BAH0LYUW0 . AH0 . KRIH1SWEH0L
W. Arthur Lewis,w. arthur lewis,AR0R LWS,DAH1BAH0LYUW0 . AA1RTHER0 LUW1IH0S
W. Averell Harriman,w. averell harriman,AFRL HRMN,DAH1BAH0LYUW0 . AA0VEH0REY1L HHEH1RIH0MAH0N
W. B. Yeats,w. b. yeats,B YTS,DAH1BAH0LYUW0 . BIY1 . YEY1TS
W. Brett Wilson,w. brett wilson,BRT WLSN,DAH1BAH0LYUW0 . BREH1T WIH1LSAH0N
W. Clement Stone,w. clement stone,KLMNT STN,DAH1BAH0LYUW0 . KLEH1MAH0NT STOW1N
W. D. Hamilton,w. d. hamilton,T HMLTN,DAH1BAH0LYUW0 . DIY1 . HHAE1MAH0LTAH0N
W. E. B. Griffin,w. e. b. griffin,E B KRFN,DAH1BAH0LYUW0 . IY1 . BIY1 . GRIH1FIH0N
W. E. Johns,w. e. johns,E JNS,DAH1BAH0LYUW0 . IY1 . JHAA1NZ
W. Earl Brown,w. earl brown,ERL BRN,DAH1BAH0LYUW0 . ER1L BRAW1N
W. Eugene Smith,w. eugene smith,EJN SM0,DAH1BAH0LYUW0 . YUW0JHIY1N SMIH1TH
W. G. Grace,w. g. grace,K KRS,DAH1BAH0LYUW0 . JHIY1 . GREY1S
W. G. Sebald,w. g. sebald,K SBLT,DAH1BAH0LYUW0 . JHIY1 . SIY1BAO0LD
W. G. Walden,w. g. walden,K WLTN,DAH1BAH0LYUW0 . JHIY1 . WAO1LDAH0N
W. H. Auden,w. h. auden,H ATN,DAH1BAH0LYUW0 . EY1CH . AO1DAH0N
W. H. Davies,w. h. davies,H TFS,DAH1BAH0LYUW0 . EY1CH . DEY1VIY0Z
W. I. Thomas,w. i. thomas,I 0MS,DAH1BAH0LYUW0 . AY1 . TAA1MAH0S
W. J. Burley,w. j. burley,J BRL,DAH1BAH0LYUW0 . JHEY1 . BER1LIY0
W. Lee O'Daniel,w. lee o'daniel,L OTNL,DAH1BAH0LYUW0 . LIY1 OW0DEY1NIY0AH0L
W. Michael Blumenthal,w. michael blumenthal,MXL BLMN0L,DAH1BAH0LYUW0 . MAY1KAH0L BLUW1MAH0NTHAO2L
W. P. Kinsella,w. p. kinsella,P KNSL,DAH1BAH0LYUW0 . PIY1 . KIY0NSEH1LAH0
W. S. Van Dyke,w. s. van dyke,S FN TK,DAH1BAH0LYUW0 . EH1S . VAE1N DAY1K
W. Somerset Maugham,w. somerset maugham,SMRST MKHM,DAH1BAH0LYUW0 . SAH1MER0SEH2T MAO1GAH0M
W. Stanley Moss,w. stanley moss,STNL MS,DAH1BAH0LYUW0 . STAE1NLIY0 MAO1S
W. V. Grant,w. v. grant,F KRNT,DAH1BAH0LYUW0 . VIY1 . GRAE1NT
W. W. Jacobs,w. w. jacobs,JKBS,DAH1BAH0LYUW0 . DAH1BAH0LYUW0 . JHEY1KAH0BZ
Wade B. Cook,wade b. cook,WT B KK,WEY1D BIY1 . KUH1K
Wade H. McCree,wade h. mccree,WT H MKKR,WEY1D EY1CH . MAH0KRIY1
Wadih El Safi,wadih el safi,WT EL SF,WAA1DIH0HH EH1L SAA1FIY0
Wagner Renan Ribeiro,wagner renan ribeiro,WKNR RNN RBR,WAE1GNER0 RIY1NAH0N RIY0BEH1ROW0
Waka Flocka Flame,waka flocka flame,WK FLK FLM,WAA1KAH0 FLAA1KAH0 FLEY1M
Waldo Von Erich,waldo von erich,WLT FN ERX,WAA1LDOW0 VAO1N EH1RIH0K
Waldo de los Rios,waldo de los rios,WLT T LS RS,WAA1LDOW0 DIY1 LOW1S RIY1OW0S
Wallace Fard Muhammad,wallace fard muhammad,WLS FRT MHMT,WAO1LAH0S FAA1RD MUH0HHAA1MAH0D
Walt Whitman Rostow,walt whitman rostow,WLT HTMN RST,WAO1LT WIH1TMAH0N RAA1STOW0
Walter A. Shewhart,walter a. shewhart,WLTR A XHRT,WAO1LTER0 AH0 . SHUW1HHAA2RT
Walter B. Jones,walter b. jones,WLTR B JNS,WAO1LTER0 BIY1 . JHOW1NZ
Walter Bedell Smith,walter bedell smith,WLTR BTL SM0,WAO1LTER0 BEH1DAH0L SMIH1TH
Walter Bradford Cannon,walter bradford cannon,WLTR BRTFRT KNN,WAO1LTER0 BRAE1DFER0D KAE1NAH0N
Walter D. Ehlers,walter d. ehlers,WLTR T ELRS,WAO1LTER0 DIY1 . EH1LER0Z
Walter De Maria,walter de maria,WLTR T MR,WAO1LTER0 DIY1 MER0IY1AH0
Walter Dee Huddleston,walter dee huddleston,WLTR T HTLSTN,WAO1LTER0 DIY1 HHAH1DAH0LSTAH0N
Walter E. Williams,walter e. williams,WLTR E WLMS,WAO1LTER0 IY1 . WIH1LYAH0MZ
Walter Emanuel Jones,walter emanuel jones,WLTR EMNL JNS,WAO1LTER0 IH0MAE1NYUW0AH0L JHOW1NZ
Walter Francis White,walter francis white,WLTR FRNSS HT,WAO1LTER0 FRAE1NSAH0S WAY1T
Walter H. Schottky,walter h. schottky,WLTR H SXTK,WAO1LTER0 EY1CH . SHAA1TKIY0
Walter H. Thompson,walter h. thompson,WLTR H 0MPSN,WAO1LTER0 EY1CH . TAA1MPSAH0N
Walter Henrique da Silva,walter henrique da silva,WLTR HNRK T SLF,WAO1LTER0 AA0NRIY1K DAA1 SIH1LVAH0
